33,20,8330.5778
32,21,8492.8325
31,22,8631.1256
30,23,8710.1425
29,24,8760.2103
28,25,8734.1798
27,26,8648.7985
26,27,8477.6578
25,28,8217.0749
24,29,7891
36,18,7578
35,19,7891
34,20,8247.4967
33,21,8404.8115
32,22,8599.6917
31,23,8662.1382
30,24,8777.9672
29,25,8737.9768
28,26,8736.3846
27,27,8569.2199
26,28,8393.0328
25,29,8045
24,30,7742
36,19,7792
35,20,8125.926
34,21,8333.3694
33,22,8518.9696
32,23,8637.3391
31,24,8731.9362
30,25,8765.0247
29,26,8746.5981
28,27,8669.6204
27,28,8497.3225
26,29,8233.997
25,30,7904
37,19,7663
36,20,8033.1654
35,21,8233.5781
34,22,8467.9495
33,23,8574.7006
32,24,8723.2609
31,25,8738.3358
30,26,8790.3563
29,27,8694.8386
28,28,8642.7811
27,29,8355.9907
26,30,8106
25,31,7707
38,19,7563
37,20,7912
36,21,8158.1666
35,22,8372.9008
34,23,8535.1967
33,24,8663.3998
32,25,8736.7146
31,26,8770.2829
30,27,8741.8845
29,28,8670.9364
28,29,8503.2646
27,30,8231
26,31,7916
39,19,7437
38,20,7828
37,21,8054.9436
36,22,8307.629
35,23,8458.156
34,24,8643.9987
33,25,8696.6438
32,26,8792.2534
31,27,8738.9719
30,28,8732.0621
29,29,8570.9696
28,30,8395.9467
27,31,8059
26,32,7770
40,19,7332
39,20,7708
38,21,7976.4073
37,22,8218
36,23,8403.8034
35,24,8568.5995
34,25,8680.9224
33,26,8754.7746
32,27,8768.0379
31,28,8736.5912
30,29,8642.0027
29,30,8473.7802
28,31,8232
27,32,7924
40,20,7627
39,21,7873
38,22,8152.7858
37,23,8322.8751
36,24,8540.1876
35,25,8628.1392
34,26,8755.8539
33,27,8746.7692
32,28,8780.7769
31,29,8665.6047
30,30,8583.0524
29,31,8327
28,32,8113
27,33,7735
41,20,7503
40,21,7794
39,22,8058
38,23,8271.0417
37,24,8460.1734
36,25,8598.9157
35,26,8703.7686
34,27,8756.151
33,28,8765.0281
32,29,8715.5148
31,30,8610.3098
30,31,8446.4313
29,32,8215
28,33,7930
41,21,7688
40,22,7990
39,23,8187.7565
38,24,8427.3871
37,25,8538.5002
36,26,8692.8831
35,27,8721.3347
34,28,8794.5555
33,29,8718.0839
32,30,8679.3451
31,31,8518.6449
30,32,8347
29,33,8049
42,21,7603
41,22,7891
40,23,8130.7809
39,24,8347.5398
38,25,8505.102
37,26,8631.5499
36,27,8717.7972
35,28,8763.4955
34,29,8752.1404
33,30,8686.2866
32,31,8583.9267
31,32,8418.7167
30,33,8193
29,34,7917
42,22,7826
41,23,8045
40,24,8303.5626
39,25,8437.4175
38,26,8612.3888
37,27,8675.5223
36,28,8777.4637
35,29,8739.0736
34,30,8735.9057
33,31,8611.6317
32,32,8528.8243
31,33,8286
30,34,8075
43,22,7726
42,23,7981
41,24,8218
40,25,8400.6822
39,26,8546.347
38,27,8656.8848
37,28,8736.2424
36,29,8757.0967
35,30,8724.266
34,31,8662.1601
33,32,8555.0584
32,33,8396.2351
31,34,8170
30,35,7904
43,23,7894
42,24,8168
41,25,8331.7986
40,26,8521.7245
39,27,8605.9419
38,28,8739.5086
37,29,8731.473
36,30,8759.6335
35,31,8669.3631
34,32,8625.4383
33,33,8468.4034
32,34,8300
31,35,8014
44,23,7829
43,24,8079
42,25,8281
41,26,8449.9359
40,27,8581.7422
39,28,8695.7505
38,29,8737.4597
37,30,8734.1534
36,31,8707.533
35,32,8633.0884
34,33,8530.5685
33,34,8369.5344
32,35,8148
31,36,7883
44,24,8026
43,25,8209
42,26,8418
41,27,8520.1301
40,28,8682.4667
39,29,8701.8913
38,30,8755.682
37,31,8701.2195
36,32,8688.1371
35,33,8557.7457
34,34,8477.0482
33,35,8239
32,36,8034
45,24,7939
44,25,8155
43,26,8345
42,27,8495.4062
41,28,8623.0998
40,29,8695.2044
39,30,8722.7311
38,31,8724.5798
37,32,8680.964
36,33,8611.8214
35,34,8503.7082
34,35,8344.9026
33,36,8129
46,24,7884
45,25,8084
44,26,8308
43,27,8434.198
42,28,8604.2917
41,29,8646.8655
40,30,8729.8086
39,31,8709.2808
38,32,8721.7028
37,33,8621.5541
36,34,8576.0338
35,35,8414.7964
34,36,8256
46,25,8030
45,26,8235
44,27,8398.7344
43,28,8543.1564
42,29,8635.0233
41,30,8689.0417
40,31,8717.605
39,32,8703.3118
38,33,8663.935
37,34,8586.0606
36,35,8481.4629
35,36,8327.131
34,37,8118
47,25,7955
46,26,8195
45,27,8338
44,28,8520.2118
43,29,8586.5256
42,30,8691.8053
41,31,8687.0893
40,32,8731.7459
39,33,8660.3786
38,34,8644.4902
37,35,8511.3126
36,36,8429.3193
35,37,8202
48,25,7895
47,26,8121
46,27,8302
45,28,8457.6529
44,29,8568.5699
43,30,8648.3455
42,31,8693.874
41,32,8705.05
40,33,8689.6099
39,34,8641.5591
38,35,8568.0803
37,36,8460.1847
36,37,8305.0821
35,38,8102
48,26,8076
47,27,8239
46,28,8433
45,29,8521.5633
44,30,8642.7547
43,31,8663.1676
42,32,8725.2011
41,33,8680.002
40,34,8687.7155
39,35,8583.5615
38,36,8533.039
37,37,8381.7123
36,38,8221
49,26,7996
48,27,8197
47,28,8369
46,29,8495.0801
45,30,8592.4981
44,31,8660.7565
43,32,8695.6096
42,33,8700.8748
41,34,8678.9139
40,35,8627.6497
39,36,8553.4399
38,37,8448.2762
37,38,8296.5116
36,39,8089
50,26,7943
49,27,8131
48,28,8338
47,29,8443.6018
46,30,8582.2735
45,31,8624.5272
44,32,8705.2364
43,33,8682.8172
42,34,8711.4781
41,35,8635.883
40,36,8608.8077
39,37,8486.2161
38,38,8393.9294
37,39,8173
50,27,8082
49,28,8272
48,29,8411.2501
47,30,8530.0037
46,31,8613.3907
45,32,8671.0293
44,33,8695.9789
43,34,8694.6908
42,35,8666.8073
41,36,8616.837
40,37,8537.3396
39,38,8435.9188
38,39,8278
37,40,8075
51,27,7997
50,28,8238
49,29,8354.6695
48,30,8507.38
47,31,8577.1043
46,32,8671.6636
45,33,8673.876
44,34,8717.8072
43,35,8661.9594
42,36,8661.2385
41,37,8558.3512
40,38,8500.0971
39,39,8349
38,40,8194
51,28,8150
50,29,8320.938
49,30,8450.5825
48,31,8556.0725
47,32,8634.5089
46,33,8676.6172
45,34,8695.5923
44,35,8687.5956
43,36,8657.113
42,37,8601.1401
41,38,8523.8558
40,39,8416.7788
39,40,8267
38,41,8066
52,28,8088
51,29,8246
50,30,8423.5457
49,31,8508.4545
48,32,8627.5707
47,33,8651.2824
46,34,8710.8142
45,35,8677.6541
44,36,8692.9301
43,37,8611.676
42,38,8578.5966
41,39,8454.2759
40,40,8365
39,41,8151
53,28,8000
52,29,8185
51,30,8351.9262
50,31,8483.3576
49,32,8580.6587
48,33,8648.0571
47,34,8685.9998
46,35,8695.9465
45,36,8682.8206
44,37,8645.5139
43,38,8587.3545
42,39,8505.9031
41,40,8395.1519
40,41,8248
39,42,8054
54,28,7935
53,29,8108
52,30,8301.1175
51,31,8421.0494
50,32,8563.7567
49,33,8611.4153
48,34,8693.1973
47,35,8682.4953
46,36,8710.6754
45,37,8647.4275
44,38,8635.719
43,39,8529.2762
42,40,8465.4666
41,41,8312
40,42,8163
54,29,8044
53,30,8226
52,31,8372.5756
51,32,8504.3462
50,33,8599.654
49,34,8658.556
48,35,8693.3852
47,36,8695.7295
46,37,8675.2193
45,38,8638.4076
44,39,8573.6571
43,40,8488.3997
42,41,8378.9889
41,42,8234
40,43,8043
55,29,7965
54,30,8171
53,31,8307.525
52,32,8465.5244
51,33,8547.9385
50,34,8658.7935
49,35,8671.3294
48,36,8717.4473
47,37,8676.2244
46,38,8677.5132
45,39,8587.7812
44,40,8549.0301
43,41,8417.9563
42,42,8325
41,43,8120
55,30,8090
54,31,8253.5687
53,32,8401.7689
52,33,8510.9851
51,34,8610.3045
50,35,8673.5926
49,36,8698.5633
48,37,8697.4416
47,38,8675.7193
46,39,8628.1486
45,40,8564.0394
44,41,8473.7117
43,42,8361.332
42,43,8215
41,44,8027
56,30,8032
55,31,8182
54,32,8354.63
53,33,8456.7215
52,34,8581.8224
51,35,8632.3659
50,36,8712.0295
49,37,8696.9014
48,38,8708.4566
47,39,8638.4293
46,40,8614.0523
45,41,8502.2231
44,42,8434.7175
43,43,8280
42,44,8133
56,31,8124
55,32,8285
54,33,8413.8521
53,34,8529.092
52,35,8605.9105
51,36,8675.284
50,37,8710.9843
49,38,8705.2363
48,39,8674.8451
47,40,8623.6545
46,41,8551.7579
45,42,8462.4243
44,43,8347.7449
43,44,8201
57,31,8050
56,32,8236
55,33,8351
54,34,8495.0045
53,35,8563.7479
52,36,8656.8499
51,37,8681.1154
50,38,8732.5958
49,39,8682.5396
48,40,8666.0339
47,41,8572.4013
46,42,8523.9087
45,43,8389.8338
44,44,8298
43,45,8090
57,32,8161
56,33,8304
55,34,8435.2799
54,35,8530.7802
53,36,8614.8158
52,37,8664.1895
51,38,8705.923
50,39,8714.011
49,40,8673.3865
48,41,8616.8184
47,42,8544.9851
46,43,8450.5758
45,44,8340.376
44,45,8189
58,32,8109
57,33,8240
56,34,8395.7672
55,35,8478.1865
54,36,8591.2599
53,37,8631.5262
52,38,8696.0043
51,39,8693.3778
50,40,8709.9699
49,41,8633.377
48,42,8597.0285
47,43,8483.36
46,44,8409.7684
45,45,8254
44,46,8113
58,33,8189
57,34,8334.8382
56,35,8441.9242
55,36,8541.7519
54,37,8607.5621
53,38,8663.8759
52,39,8684.9421
51,40,8693.3149
50,41,8670.8983
49,42,8613.6286
48,43,8536.6558
47,44,8442.9287
46,45,8328
45,46,8183
59,33,8121
58,34,8290
57,35,8384.9123
56,36,8512.675
55,37,8569.4225
54,38,8648.907
53,39,8661.5894
52,40,8692.6783
51,41,8662.3731
50,42,8657.7312
49,43,8563.544
48,44,8504.774
47,45,8373.4211
46,46,8275.5695
45,47,8080
59,34,8225
58,35,8345.5986
57,36,8458.1085
56,37,8540.9209
55,38,8612.7875
54,39,8648.9054
53,40,8671.6207
52,41,8664.1849
51,42,8651.4095
50,43,8608.5782
49,44,8531.4627
48,45,8434.8255
47,46,8318.5637
46,47,8175
60,34,8180
59,35,8287
58,36,8424.3318
57,37,8492.7644
56,38,8593.8344
55,39,8622.8068
54,40,8666.8016
53,41,8648.9014
52,42,8662.3341
51,43,8608.7373
50,44,8583.662
49,45,8472.4033
48,46,8391.6832
47,47,8238
46,48,8102
61,34,8112
60,35,8245
59,36,8365.9963
58,37,8460.1967
57,38,8549.0875
56,39,8604.9644
55,40,8643.5924
54,41,8647.2133
53,42,8648.7212
52,43,8622.6911
51,44,8587.4706
50,45,8525.3707
49,46,8428.9807
48,47,8315
47,48,8171
61,35,8184
60,36,8330.8721
59,37,8408.8963
58,38,8521.2041
57,39,8569.4269
56,40,8635.3283
55,41,8628.8868
54,42,8653.988
53,43,8614.8673
52,44,8609.413
51,45,8534.6735
50,46,8490.0207
49,47,8360.2903
48,48,8259
47,49,8069
62,35,8140
61,36,8269.8645
60,37,8376.1872
59,38,8471.8489
58,39,8541.4616
57,40,8603.7182
56,41,8623.1384
55,42,8635.0926
54,43,8623.7254
53,44,8604.2799
52,45,8559.8949
51,46,8502.4303
50,47,8423.2121
49,48,8310.3013
48,49,8165
63,35,8078
62,36,8234
61,37,8330.7294
60,38,8445.7385
59,39,8497.6162
58,40,8581.3984
57,41,8596.3016
56,42,8635.1691
55,43,8610.0047
54,44,8620.314
53,45,8560.8038
52,46,8533.8999
51,47,8441.6866
50,48,8378.2953
49,49,8230
63,36,8175
62,37,8295.301
61,38,8402.5235
60,39,8476.6938
59,40,8539.225
58,41,8578.9859
57,42,8607.7982
56,43,8613.6105
55,44,8608.7132
54,45,8580.1959
53,46,8537.9332
52,47,8474.7744
51,48,8398.3734
50,49,8304
49,50,8161
64,36,8134
63,37,8244.5085
62,38,8372.2012
61,39,8439.4151
60,40,8522.1066
59,41,8548.4683
58,42,8604.6626
57,43,8595.1184
56,44,8619.3593
55,45,8575.1732
54,46,8563.5652
53,47,8484.9947
52,48,8437.7375
51,49,8329.7495
50,50,8251.626
65,36,8075
64,37,8206.1753
63,38,8324.7411
62,39,8413.3305
61,40,8485.8439
60,41,8534.8355
59,42,8572.9159
58,43,8593.1366
57,44,8601.366
56,45,8588.2172
55,46,8560.8644
54,47,8512.5465
53,48,8450.3657
52,49,8370.426
51,50,8281.103
65,37,8152.7443
64,38,8291.2213
63,39,8371.9172
62,40,8466.294
61,41,8504.8675
60,42,8568.3994
59,43,8570.6514
58,44,8607.4275
57,45,8576.9818
56,46,8580.2887
55,47,8517.165
54,48,8484.1322
53,49,8388.5719
52,50,8324.4313
51,51,8181
66,37,8112
65,38,8242
64,39,8342.6336
63,40,8425.8337
62,41,8488.332
61,42,8538.2672
60,43,8566.1045
59,44,8584.3656
58,45,8584.1927
57,46,8571.0173
56,47,8537.652
55,48,8489.7547
54,49,8423.7199
53,50,8343
52,51,8234
67,37,8057
66,38,8206
65,39,8298
64,40,8402.3159
63,41,8453.3832
62,42,8527.9063
61,43,8541.107
60,44,8587.3998
59,45,8568.9501
58,46,8584.8485
57,47,8536.185
56,48,8517.6232
55,49,8435.238
54,50,8383.9114
53,51,8258
52,52,8157.3256
67,38,8152
66,39,8262
65,40,8358.598
64,41,8431.6925
63,42,8494.863
62,43,8534.6074
61,44,8561.9016
60,45,8572.7053
59,46,8570.6509
58,47,8550.3708
57,48,8516.8532
56,49,8464.7045
55,50,8397.229
54,51,8300.9923
53,52,8186.8368
68,38,8114
67,39,8215
66,40,8330
65,41,8393.2657
64,42,8479.5202
63,43,8506.557
62,44,8560.9406
61,45,8553.9317
60,46,8579.9934
59,47,8544.6397
58,48,8539.0492
57,49,8470.1213
56,50,8432.0383
55,51,8322.0124
54,52,8236.7682
53,53,8089
69,38,8057
68,39,8178
67,40,8284
66,41,8367.0898
65,42,8442.219
64,43,8492.8979
63,44,8533.3676
62,45,8554.104
61,46,8560.8946
60,47,8553.9012
59,48,8533.3524
58,49,8494.0439
57,50,8439.4946
56,51,8358.7344
55,52,8258
54,53,8146
69,39,8129
68,40,8253
67,41,8325.6604
66,42,8422.1581
65,43,8462.8172
64,44,8527.2267
63,45,8532.6657
62,46,8567.0241
61,47,8542.0262
60,48,8550.0196
59,49,8495.2516
58,50,8469.0273
57,51,8372.6666
56,52,8303.7221
55,53,8176
54,54,8074.8886
70,39,8089
69,40,8204
68,41,8297.1307
67,42,8381.4163
66,43,8444.1796
65,44,8496.228
64,45,8528.1404
63,46,8544.8825
62,47,8547.9155
61,48,8538.7646
60,49,8513.1027
59,50,8470.5183
58,51,8404.8161
57,52,8319.3305
56,53,8220.0164
55,54,8107.3071
70,40,8171
69,41,8255.2607
68,42,8359.293
67,43,8411.2603
66,44,8486.3123
65,45,8504.2551
64,46,8547.163
63,47,8532.1089
62,48,8551.2755
61,49,8508.9087
60,50,8496.0875
59,51,8412.6821
58,52,8358.116
57,53,8244.0767
56,54,8159.2808
71,40,8118
70,41,8223
69,42,8315.2932
68,43,8390.0906
67,44,8452.9582
66,45,8495.6267
65,46,8521.7498
64,47,8534.7878
63,48,8537.0801
62,49,8522.2824
61,50,8493.131
60,51,8440.1203
59,52,8367.7635
58,53,8282.9343
57,54,8182
56,55,8070
72,40,8081
71,41,8178
70,42,8291
69,43,8353.6217
68,44,8439.2431
67,45,8468.8666
66,46,8520.7205
65,47,8516.0807
64,48,8544.7306
63,49,8514.6674
62,50,8513.6189
61,51,8443.633
60,52,8400.6527
59,53,8299.8801
58,54,8230.0646
57,55,8102
73,40,8027
72,41,8143
71,42,8246
70,43,8329.4652
69,44,8402.6857
68,45,8456.8165
67,46,8492.5795
66,47,8516.066
65,48,8526.9874
64,49,8522.9297
63,50,8506.8117
62,51,8465.2762
61,52,8404.6366
60,53,8333.7528
59,54,8247.9277
58,55,8148.623
57,56,8035
73,41,8097
72,42,8219
71,43,8290.2599
70,44,8385.3351
69,45,8426.6221
68,46,8488.0056
67,47,8493.7786
66,48,8531.5135
65,49,8511.9742
64,50,8522.5671
63,51,8462.5191
62,52,8432.7885
61,53,8344.779
60,54,8289.2054
59,55,8173.5711
58,56,8089.6865
74,41,8061
73,42,8173
72,43,8264
71,44,8346.814
70,45,8410.6538
69,46,8457.7342
68,47,8490.5553
67,48,8510.7252
66,49,8516.5472
65,50,8514.0702
64,51,8480.9156
63,52,8431.1504
62,53,8374.5651
61,54,8300.9704
60,55,8216
59,56,8116
75,41,8012
74,42,8143
73,43,8223
72,44,8326.884
71,45,8377.6123
70,46,8449.2755
69,47,8465.9073
68,48,8512.3511
67,49,8501.6177
66,50,8523.1166
65,51,8475.8208
64,52,8455.6435
63,53,8381.2858
62,54,8336.8365
61,55,8235
60,56,8162
59,57,8032
75,42,8096
74,43,8195
73,44,8285.5625
72,45,8359.2766
71,46,8416.9243
70,47,8459.4515
69,48,8488.974
68,49,8503.8653
67,50,8509.612
66,51,8487.8981
65,52,8450.9203
64,53,8404.4307
63,54,8344.2976
62,55,8271.8652
61,56,8187.9546
60,57,8086
76,42,8067
75,43,8153
74,44,8263
73,45,8322.8539
72,46,8405.2197
71,47,8433.89
70,48,8487.835
69,49,8485.667
68,50,8516.5341
67,51,8478.9156
66,52,8469.697
65,53,8406.1203
64,54,8374.9819
63,55,8286.4053
62,56,8227
61,57,8114
77,42,8019
76,43,8126
75,44,8220
74,45,8303.3953
73,46,8368.9594
72,47,8423.2126
71,48,8461.4381
70,49,8486.1387
69,50,8499.4494
68,51,8487.9218
67,52,8462.0785
66,53,8426.8924
65,54,8378.442
64,55,8317.3347
63,56,8245.9287
62,57,8159
61,58,8058
77,43,8083
76,44,8199
75,45,8266
74,46,8357.0817
73,47,8395.3281
72,48,8458.024
71,49,8466.2575
70,50,8504.488
69,51,8475.63
68,52,8476.9857
67,53,8423.6745
66,54,8404.0322
65,55,8328.4811
64,56,8280.2949
63,57,8179
62,58,8108
78,43,8054
77,44,8156
76,45,8245.2397
75,46,8320.8584
74,47,8382.3306
73,48,8430.9972
72,49,8463.8767
71,50,8485.1964
70,51,8482.0574
69,52,8466.8641
68,53,8441.4111
67,54,8403.8326
66,55,8352.9152
65,56,8293.9083
64,57,8217
63,58,8132
62,59,8033
79,43,8011
78,44,8132
77,45,8208
76,46,8305.9755
75,47,8352.7591
74,48,8424.2667
73,49,8442.1079
72,50,8487.8968
71,51,8468.3222
70,52,8478.1315
69,53,8437.0139
68,54,8424.6644
67,55,8359.1515
66,56,8323.7567
65,57,8235
64,58,8174
63,59,8060
79,44,8089
78,45,8185
77,46,8270.0318
76,47,8337.9707
75,48,8395.3955
74,49,8437.9362
73,50,8467.2313
72,51,8472.3196
71,52,8465.537
70,53,8449.1896
69,54,8420.9239
68,55,8380.3796
67,56,8330.2086
66,57,8267
65,58,8193
64,59,8104
80,44,8065
79,45,8148
78,46,8252
77,47,8308.8958
76,48,8387.0179
75,49,8414.3243
74,50,8467.3997
73,51,8456.1517
72,52,8473.2705
71,53,8441.4807
70,54,8437.6138
69,55,8383.5114
68,56,8355.8209
67,57,8278.2926
66,58,8229
65,59,8128
64,60,8054
81,44,8023
